"row_id","script","episode","character","location_det","type"
4217,"DEAN: Coffee to go, please.",6,"DEAN","Luke's Diner","dialogue"
4218,"(Dean looks at Rory while he's waiting for his coffee.)",6,NA,"Luke's Diner","stage direction"
4219,"LUKE: Here you go.",6,"LUKE","Luke's Diner","dialogue"
4220,"DEAN: Thanks.",6,"DEAN","Luke's Diner","dialogue"
4221,"(Dean mouths ""happy birthday"" as he leaves. Rory smiles to herself.)",6,NA,"Luke's Diner","stage direction"
4222,"LANE: Why are you smiling?",6,"LANE","Luke's Diner","dialogue"
4223,"RORY: I'm just thinking about pudding.",6,"RORY","Luke's Diner","dialogue"
4224,"(Cut to Emily directing the caterers.)",6,NA,"Emily And Richard's House","location"
4225,"EMILY: No, not there. In the living room. Why are you touching that? Why are you touching that? Well don't. I want those six inches apart! Get a ruler.",6,"EMILY","Emily And Richard's House","dialogue"
4226,"(Richard comes in trying to fix his tie.)",6,NA,"Emily And Richard's House","stage direction"
4227,"RICHARD: Emily!",6,"RICHARD","Emily And Richard's House","dialogue"
4228,"EMILY: Let me do that.",6,"EMILY","Emily And Richard's House","dialogue"
4229,"RICHARD: I hope the Larsons are coming tonight.",6,"RICHARD","Emily And Richard's House","dialogue"
4230,"EMILY: Richard, no business. This is your granddaughter's party.",6,"EMILY","Emily And Richard's House","dialogue"
4231,"RICHARD: Five minutes of shop talk isn't going to spoil the evening.",6,"RICHARD","Emily And Richard's House","dialogue"
4232,"EMILY: Five minutes, please.",6,"EMILY","Emily And Richard's House","dialogue"
4233,"RICHARD: Emily.",6,"RICHARD","Emily And Richard's House","dialogue"
4234,"EMILY: If I ever heard you keep your shop talk down to five minutes, I'd drop dead.",6,"EMILY","Emily And Richard's House","dialogue"
4235,"RICHARD: Emily.",6,"RICHARD","Emily And Richard's House","dialogue"
4236,"EMILY: In fact I could drop dead and you wouldn't stop talking business. You'd just step right over my body to get to the speakerphone.",6,"EMILY","Emily And Richard's House","dialogue"
4237,"RICHARD: Emily.",6,"RICHARD","Emily And Richard's House","dialogue"
4238,"EMILY: What?",6,"EMILY","Emily And Richard's House","dialogue"
4239,"RICHARD: You look very nice tonight.",6,"RICHARD","Emily And Richard's House","dialogue"
4240,"EMILY: Thank you.",6,"EMILY","Emily And Richard's House","dialogue"
4241,"(Doorbell rings. Lorelai and Rory come in.)",6,NA,"Emily And Richard's House","stage direction"
4242,"LORELAI: Jeez, Mom. Leave some servants for the rest of the neighborhood.",6,"LORELAI","Emily And Richard's House","dialogue"
4243,"EMILY: There she is -- the birthday girl.",6,"EMILY","Emily And Richard's House","dialogue"
4244,"RORY: Hi Grandma.",6,"RORY","Emily And Richard's House","dialogue"
4245,"LORELAI: Wow, you really went all out, huh?",6,"LORELAI","Emily And Richard's House","dialogue"
4246,"EMILY Well I wanted everything to be perfect. What do you think?",6,NA,"Emily And Richard's House","stage direction"
4247,"LORELAI: I think Edith Wharton would have been proud, and busy taking notes.",6,"LORELAI","Emily And Richard's House","dialogue"
4248,"(Lorelai hands a garment bag to Rory.)",6,NA,"Emily And Richard's House","stage direction"
4249,"LORELAI: Here, babe, go change.",6,"LORELAI","Emily And Richard's House","dialogue"
4250,"RORY: OK.",6,"RORY","Emily And Richard's House","dialogue"
4251,"EMILY: Hurry!",6,"EMILY","Emily And Richard's House","dialogue"
4252,"(Lorelai takes off her coat.)",6,NA,"Emily And Richard's House","stage direction"
4253,"EMILY: What is that?",6,"EMILY","Emily And Richard's House","dialogue"
4254,"LORELAI: Oh, that's my dress.",6,"LORELAI","Emily And Richard's House","dialogue"
4255,"EMILY: Where's the one I bought you?",6,"EMILY","Emily And Richard's House","dialogue"
4256,"LORELAI: This is it.",6,"LORELAI","Emily And Richard's House","dialogue"
4257,"EMILY: I thought there was more of it.",6,"EMILY","Emily And Richard's House","dialogue"
4258,"LORELAI: Gee, Mom, the place looks great.",6,"LORELAI","Emily And Richard's House","dialogue"
4259,"EMILY: Did you turn Rory's into a hat?",6,"EMILY","Emily And Richard's House","dialogue"
4260,"LORELAI: Nice candles. Six inches apart?",6,"LORELAI","Emily And Richard's House","dialogue"
4261,"(Cut to the party.)",6,NA,"Emily And Richard's House","location"
4262,"RICHARD: You're drinking white wine tonight? No Scotch?",6,"RICHARD","Emily And Richard's House","dialogue"
4263,"LORELAI: (to a guest) Excuse me. I'm going to sit over there with my daughter.",6,"LORELAI","Emily And Richard's House","dialogue"
4264,"GUEST: OK.",6,"GUEST","Emily And Richard's House","dialogue"
4265,"(Rory is sitting alone until Lorelai joins her and hands her a drink.)",6,NA,"Emily And Richard's House","stage direction"
4266,"LORELAI: Here.",6,"LORELAI","Emily And Richard's House","dialogue"
4267,"RORY: What is it?",6,"RORY","Emily And Richard's House","dialogue"
4268,"LORELAI: Shirley Temple.",6,"LORELAI","Emily And Richard's House","dialogue"
4269,"RORY: What are you drinking?",6,"RORY","Emily And Richard's House","dialogue"
4270,"LORELAI: A Shirley Temple Black.",6,"LORELAI","Emily And Richard's House","dialogue"
4271,"(Lorelai lets Rory smell her drink.)",6,NA,"Emily And Richard's House","stage direction"
4272,"RORY: Wow.",6,"RORY","Emily And Richard's House","dialogue"
4273,"LORELAI: I got your Good Ship Lollipop right here, mister. So do you want something to eat?",6,"LORELAI","Emily And Richard's House","dialogue"
4274,"RORY: Everything smells funny.",6,"RORY","Emily And Richard's House","dialogue"
4275,"EMILY: There you are. Come, there's some people I want you to meet.",6,"EMILY","Emily And Richard's House","dialogue"
4276,"(Rory goes with Emily.)",6,NA,"Emily And Richard's House","stage direction"
4277,"MITZI: Lorelai?",6,"MITZI","Emily And Richard's House","dialogue"
4278,"LORELAI: Yeah. Oh my God! Oh, Mitzie, wow, I haven't seen you since --",6,"LORELAI","Emily And Richard's House","dialogue"
4279,"MITZI: Your seventh month.",6,"MITZI","Emily And Richard's House","dialogue"
4280,"LORELAI: I was going to say high school, but OK.",6,"LORELAI","Emily And Richard's House","dialogue"
4281,"MITZI: Oh, no, did I say something rude?",6,"MITZI","Emily And Richard's House","dialogue"
4282,"LORELAI: No, no.",6,"LORELAI","Emily And Richard's House","dialogue"
4283,"MITZI: No, I did. I said something rude. I've been trying to work on that.",6,"MITZI","Emily And Richard's House","dialogue"
4284,"LORELAI: Well, a noble goal.",6,"LORELAI","Emily And Richard's House","dialogue"
4285,"MITZI: Ever since my divorce, I've been really trying to work on myself. You know, I just -- I want to grow.",6,"MITZI","Emily And Richard's House","dialogue"
4286,"LORELAI: Uh-huh.",6,"LORELAI","Emily And Richard's House","dialogue"
4287,"MITZI: Lorelai Gilmore, the scandal girl! Now, tell me, what ever happened with Christopher?",6,"MITZI","Emily And Richard's House","dialogue"
4288,"LORELAI: Christopher is in California.",6,"LORELAI","Emily And Richard's House","dialogue"
4289,"MITZI: Oh, do you hear from him?",6,"MITZI","Emily And Richard's House","dialogue"
4290,"LORELAI: Uh --",6,"LORELAI","Emily And Richard's House","dialogue"
4291,"MITZI: I'm sorry, is this painful for you to talk about?",6,"MITZI","Emily And Richard's House","dialogue"
4292,"LORELAI: Uh, well --",6,"LORELAI","Emily And Richard's House","dialogue"
4293,"MITZI: When did he last call you?",6,"MITZI","Emily And Richard's House","dialogue"
4294,"LORELAI: God, you're making progress with that rude thing, huh, Mitz?",6,"LORELAI","Emily And Richard's House","dialogue"
4295,"MITZI: I'm sorry.",6,"MITZI","Emily And Richard's House","dialogue"
4296,"LORELAI: It's OK. He calls like once a week and we see him at Christmas, sometimes Easter. It's all very civil.",6,"LORELAI","Emily And Richard's House","dialogue"
4297,"MITZI: So are you married now?",6,"MITZI","Emily And Richard's House","dialogue"
4298,"LORELAI: No, it's just me and Rory.",6,"LORELAI","Emily And Richard's House","dialogue"
4299,"MITZI: Your cat?",6,"MITZI","Emily And Richard's House","dialogue"
4300,"LORELAI: My kid! She's right over there.",6,"LORELAI","Emily And Richard's House","dialogue"
4301,"MITZI: Oh. (turns to look) Wow! You can really see Christopher in her, can't you?",6,"MITZI","Emily And Richard's House","dialogue"
4302,"LORELAI: Yes, you can.",6,"LORELAI","Emily And Richard's House","dialogue"
4303,"MITZI: Does that k*ll you?",6,"MITZI","Emily And Richard's House","dialogue"
4304,"LORELAI: You know, what? I see...someone...else...and it's been great.",6,"LORELAI","Emily And Richard's House","dialogue"
4305,"(Cut to Richard standing with some business associates.)",6,NA,"Emily And Richard's House","location"
4306,"RICHARD: Oh, no, those aren't the terms we agreed on.",6,"RICHARD","Emily And Richard's House","dialogue"
4307,"LARS: They most certainly are.",6,"LARS","Emily And Richard's House","dialogue"
4308,"RICHARD: Lars, you were at the same meeting I was. We specifically spelled out a five year extention, not a three year one.",6,"RICHARD","Emily And Richard's House","dialogue"
4309,"LARS: I heard three.",6,"LARS","Emily And Richard's House","dialogue"
4310,"RORY: Hi Grandpa!",6,"RORY","Emily And Richard's House","dialogue"
4311,"RICHARD: Rory. Gentlemen, this is my granddaughter, Rory.",6,"RICHARD","Emily And Richard's House","dialogue"
4312,"LARS: Happy birthday, Rory.",6,"LARS","Emily And Richard's House","dialogue"
4313,"(The men all hand envelopes to Rory.)",6,NA,"Emily And Richard's House","stage direction"
4314,"LARS: I think we should Dennis on the phone right now.",6,"LARS","Emily And Richard's House","dialogue"
4315,"RICHARD: Fine, I've got a phone in my office.",6,"RICHARD","Emily And Richard's House","dialogue"
4316,"(The men leave.)",6,NA,"Emily And Richard's House","stage direction"
4317,"EMILY: Rory, there's a whole group of your school friends in the library. Let's go say hello to them.",6,"EMILY","Emily And Richard's House","dialogue"
4318,"(Emily and Rory go into the library where kids from Chilton are standing around looking bored.)",6,NA,"Emily And Richard's House","stage direction"
4319,"RORY: I have to go to the bathroom.",6,"RORY","Emily And Richard's House","dialogue"
4320,"EMILY: Just say hello first. Come on, I'll hold those for you.",6,"EMILY","Emily And Richard's House","dialogue"
4321,"KID #3: Who's that?",6,"KID #3","Emily And Richard's House","dialogue"
4322,"KID #4: I think it's her party.",6,"KID #4","Emily And Richard's House","dialogue"
4323,"KID #3: Oh.",6,"KID #3","Emily And Richard's House","dialogue"
4324,"(Rory looks around the room and turns to leave.)",6,NA,"Emily And Richard's House","stage direction"
4325,"RORY: Paris?",6,"RORY","Emily And Richard's House","dialogue"
4326,"PARIS: My parents made me come.",6,"PARIS","Emily And Richard's House","dialogue"
4327,"RORY: Oh God!",6,"RORY","Emily And Richard's House","dialogue"
4328,"PARIS: Otherwise I wouldn't be here. You believe me, don't you?",6,"PARIS","Emily And Richard's House","dialogue"
4329,"(Rory walks away from Paris and sees Tristin coming in the front door.",6,NA,"Emily And Richard's House","stage direction"
4330,"TRISTIN: Oh, coming to greet me?",6,"TRISTAN","Emily And Richard's House","dialogue"
4331,"RORY: Hello, Tristin.",6,"RORY","Emily And Richard's House","dialogue"
4332,"TRISTIN: So where's my birthday kiss?",6,"TRISTAN","Emily And Richard's House","dialogue"
4333,"RORY: It's my birthday.",6,"RORY","Emily And Richard's House","dialogue"
4334,"TRISTIN: So I'll give you a birthday kiss.",6,"TRISTAN","Emily And Richard's House","dialogue"
4335,"RORY: What is wrong with you?",6,"RORY","Emily And Richard's House","dialogue"
4336,"TRISTIN: Ok, I gotta tell you something. I'm madly in love with you.",6,"TRISTAN","Emily And Richard's House","dialogue"
4337,"RORY: Well, good luck with that.",6,"RORY","Emily And Richard's House","dialogue"
4338,"TRISTIN: I can't eat, I can't sleep...I wake up in the middle of the night calling your name. Rory, Rory!",6,"TRISTAN","Emily And Richard's House","dialogue"
4339,"RORY: Would you shut up please?",6,"RORY","Emily And Richard's House","dialogue"
4340,"RICHARD: Rory, who's your friend?",6,"RICHARD","Emily And Richard's House","dialogue"
4341,"RORY: I don't know but this is Tristin.",6,"RORY","Emily And Richard's House","dialogue"
4342,"RICHARD: Excuse me?",6,"RICHARD","Emily And Richard's House","dialogue"
4343,"TRISTIN: Tristin Dugray, sir.",6,"TRISTAN","Emily And Richard's House","dialogue"
4344,"RICHARD: Dugray? Are you any relation to Janlen Dugray?",6,"RICHARD","Emily And Richard's House","dialogue"
4345,"RICHARD: That's my grandfather, sir.",6,"RICHARD","Emily And Richard's House","dialogue"
4346,"RICHARD: Well I've done business with Janlen for years. He's a fine man.",6,"RICHARD","Emily And Richard's House","dialogue"
4347,"TRISTIN: That he is.",6,"TRISTAN","Emily And Richard's House","dialogue"
4348,"RICHARD: Rory, you've got very good taste in friends. I approve.",6,"RICHARD","Emily And Richard's House","dialogue"
4349,"LARS: Richard, I've got Dennis on the phone and he heard the same thing I heard.",6,"LARS","Emily And Richard's House","dialogue"
4350,"RICHARD: Well, one wrong man can always find a friend.",6,"RICHARD","Emily And Richard's House","dialogue"
4351,"(Richard and Lars leave.)",6,NA,"Emily And Richard's House","stage direction"
4352,"TRISTIN: He likes me.",6,"TRISTAN","Emily And Richard's House","dialogue"
4353,"RORY: He's drunk.",6,"RORY","Emily And Richard's House","dialogue"
4354,"TRISTIN: Let's take a walk.",6,"TRISTAN","Emily And Richard's House","dialogue"
4355,"RORY: This is stuipd. you don't even like me! You just have this weird need to prove that I'll go out with you. That's not liking someone.",6,"RORY","Emily And Richard's House","dialogue"
4356,"TRISTIN: Why are you fighting this? You're gonna give in eventually.",6,"TRISTAN","Emily And Richard's House","dialogue"
4357,"RORY: I'm going to go find my mother.",6,"RORY","Emily And Richard's House","dialogue"
4358,"TRISTIN: Wow, meeting your mom. It's a bit sudden, but OK.",6,"TRISTAN","Emily And Richard's House","dialogue"
4359,"(Paris leans against a door and watches Tristin.)",6,NA,"Emily And Richard's House","stage direction"
4360,"(Rory walks up to Lorelai and Emily.)",6,NA,"Emily And Richard's House","stage direction"
4361,"EMILY: Oh there you are! I think it's time that you said a few words to your guests.",6,"EMILY","Emily And Richard's House","dialogue"
4362,"RORY: What?",6,"RORY","Emily And Richard's House","dialogue"
4363,"EMILY: Just a little speech to say thank you and tell everyone how it feels to be one year older.",6,"EMILY","Emily And Richard's House","dialogue"
4364,"LORELAI: Mom, I don't she wants--",6,"LORELAI","Emily And Richard's House","dialogue"
4365,"EMILY: She's the hostess, Lorelai. This is her responsibility.",6,"EMILY","Emily And Richard's House","dialogue"
4366,"RORY: I am not the hostess! You are!",6,"RORY","Emily And Richard's House","dialogue"
4367,"LORELAI: Hey, honey, hold on...",6,"LORELAI","Emily And Richard's House","dialogue"
4368,"RORY: This is your party and these are your guests and I don't have anything to say to them, so you give the speech.",6,"RORY","Emily And Richard's House","dialogue"
4369,"EMILY: Rory!",6,"EMILY","Emily And Richard's House","dialogue"
4370,"RORY: Excuse me.",6,"RORY","Emily And Richard's House","dialogue"
4371,"LORELAI: What was that all about?",6,"LORELAI","Emily And Richard's House","dialogue"
4372,"EMILY: Lorelai, your daughter has no manners whatsoever. You should be ashamed of yourself.",6,"EMILY","Emily And Richard's House","dialogue"
4373,"(Emily walks away.)",6,NA,"Emily And Richard's House","stage direction"
4374,"LORELAI: OK, how did this become my fault?",6,"LORELAI","Emily And Richard's House","dialogue"
4375,"(Cut to Rory lying on the bed in Lorelai's old room.)",6,NA,"Lorelai's House","location"
4376,"LORELAI: Hey. Can I come in?",6,"LORELAI","Lorelai's House","dialogue"
4377,"RORY: It's your room.",6,"RORY","Lorelai's House","dialogue"
4378,"LORELAI: How are you doing?",6,"LORELAI","Lorelai's House","dialogue"
4379,"RORY: I'm sorry I snapped at Grandma.",6,"RORY","Lorelai's House","dialogue"
4380,"LORELAI: Yeah, hugh? That was a pretty 'Freaky Friday' moment we had back there.",6,"LORELAI","Lorelai's House","dialogue"
4381,"RORY: She just went ahead and invited all these kids from Chilton.",6,"RORY","Lorelai's House","dialogue"
4382,"LORELAI: You're kidding. I thought she checked on that with you.",6,"LORELAI","Lorelai's House","dialogue"
4383,"RORY: She didn't ask me or tell me.",6,"RORY","Lorelai's House","dialogue"
4384,"LORELAI: Oh, man, I'm so sorry.",6,"LORELAI","Lorelai's House","dialogue"
4385,"RORY: It just -- I don't know but it really made me mad.",6,"RORY","Lorelai's House","dialogue"
4386,"LORELAI: Oh, honey, why didn't you tell me?",6,"LORELAI","Lorelai's House","dialogue"
4387,"RORY: Because you were happy. I mean, it's not very often that there's peace between the two of you. I didn't want to screw everything up.",6,"RORY","Lorelai's House","dialogue"
4388,"LORELAI: Rory, I appreciate you wanting you wanting Mom and I to get along but you shouldn't keep stuff like that from me.",6,"LORELAI","Lorelai's House","dialogue"
4389,"RORY: I feel terrible. I mean, I've never yelled at her before.",6,"RORY","Lorelai's House","dialogue"
4390,"LORELAI: Listen, you'll apologize, all will be forgotten. You'll see. Man. It's like time has stood still in this room.",6,"LORELAI","Lorelai's House","dialogue"
4391,"RORY: It must be weird for you to be in this room now.",6,"RORY","Lorelai's House","dialogue"
4392,"LORELAI: Yeah, it was weird for me to be in this room then. (points to a dollhouse) You know, they gave this to me with the glass on.",6,"LORELAI","Lorelai's House","dialogue"
4393,"RORY: I now officially know what it feels like to have grown up here.",6,"RORY","Lorelai's House","dialogue"
4394,"LORELAI: It's not official until you're huddled in the corner eating your hair.",6,"LORELAI","Lorelai's House","dialogue"
4395,"RORY: Do you remember your last birthday here?",6,"RORY","Lorelai's House","dialogue"
4396,"LORELAI: Yeah. We had just had a fight and I was lying on the bed just like you are now.",6,"LORELAI","Lorelai's House","dialogue"
4397,"RORY: What did you fight about?",6,"RORY","Lorelai's House","dialogue"
4398,"LORELAI: Well, I was pregnant.",6,"LORELAI","Lorelai's House","dialogue"
4399,"RORY: Oh, that.",6,"RORY","Lorelai's House","dialogue"
4400,"LORELAI: And I said something at the table about the pate smelling like Clorox and one thing led to another and I wound up here. I hadn't told anybody yet about me. And you.",6,"LORELAI","Lorelai's House","dialogue"
4401,"RORY: That must have been really hard on you.",6,"RORY","Lorelai's House","dialogue"
4402,"LORELAI: Yeah. I remember when I finally told them, it was the only time they ever looked small to me.",6,"LORELAI","Lorelai's House","dialogue"
4403,"RORY: I guess I'd better go find Grandma.",6,"RORY","Lorelai's House","dialogue"
4404,"LORELAI: Mmm. Give her a minute.",6,"LORELAI","Lorelai's House","dialogue"
4405,"EMILY: There you are!",6,"EMILY","Lorelai's House","dialogue"
4406,"LORELAI: She'll find us.",6,"LORELAI","Lorelai's House","dialogue"
4407,"EMILY You are both being very rude. This isn't my birthday party, you know.",6,NA,"Lorelai's House","stage direction"
4408,"LORELAI: Sorry, Mom.",6,"LORELAI","Lorelai's House","dialogue"
4409,"EMILY: Honestly, the way the two of you act.",6,"EMILY","Lorelai's House","dialogue"
4410,"RORY: Grandma, I just want to --",6,"RORY","Lorelai's House","dialogue"
4411,"EMILY: We'll talk about this later. Now go.",6,"EMILY","Lorelai's House","dialogue"
4412,"(Cut to Emily saying goodnight to the last of the guests.)",6,NA,"Emily And Richard's House","location"
4413,"EMILY: Thank you, good to see you. Lovely as always, Leeza. My best to Darren.",6,"EMILY","Emily And Richard's House","dialogue"
4414,"LORELAI: Hey, Mom. Great party. One of your best. I even liked those brown mushroom things.",6,"LORELAI","Emily And Richard's House","dialogue"
4415,"RORY: Grandma, can I talk to you for a sec?",6,"RORY","Emily And Richard's House","dialogue"
4416,"EMILY: Richard, the girls are leaving.",6,"EMILY","Emily And Richard's House","dialogue"
4417,"RICHARD: Well, Rory, I hope you had a good time.",6,"RICHARD","Emily And Richard's House","dialogue"
4418,"RORY: Yes, I did.",6,"RORY","Emily And Richard's House","dialogue"
4419,"RICHARD: Now, I know that your grandmother has already bought you a gift and signed my name to it. That was part of our agreement when we got married. However, I feel this occasion calls for something a little extra. (hands her a check) Put that towards your trip to Fez.",6,"RICHARD","Emily And Richard's House","dialogue"
4420,"RORY: Oh, Grandpa!",6,"RORY","Emily And Richard's House","dialogue"
4421,"RICHARD: You're a good girl, Rory. Happy birthday.",6,"RICHARD","Emily And Richard's House","dialogue"
4422,"RORY: I don't deserve this.",6,"RORY","Emily And Richard's House","dialogue"
4423,"LORELAI: Fine, hand it over.",6,"LORELAI","Emily And Richard's House","dialogue"
4424,"EMILY: You girls should get going. You've got quite a drive ahead of you.",6,"EMILY","Emily And Richard's House","dialogue"
4425,"RORY: Grandma, we're having a party tomorrow at our house and -- I mean, it won't be anything like this but it will be fun and maybe you and Grandpa can come?",6,"RORY","Emily And Richard's House","dialogue"
4426,"EMILY: That's very sweet, dear, but I'm afraid we already have plans.",6,"EMILY","Emily And Richard's House","dialogue"
4427,"RORY: Oh, Ok.",6,"RORY","Emily And Richard's House","dialogue"
4428,"EMILY: Have a safe trip. Lock the door behind you, OK?",6,"EMILY","Emily And Richard's House","dialogue"
4429,"(Emily walks away.)",6,NA,"Emily And Richard's House","stage direction"
4430,"LORELAI: Hey, um, why don't you go help that guy out there put all the presents in the car.",6,"LORELAI","Emily And Richard's House","dialogue"
4431,"RORY: OK.",6,"RORY","Emily And Richard's House","dialogue"
4432,"EMILY: (to catering staff) All this can go in the dishwasher.",6,"EMILY","Emily And Richard's House","dialogue"
4433,"LORELAI: Mom, come to the party tomorrow.",6,"LORELAI","Emily And Richard's House","dialogue"
4434,"EMILY: I can't. I'm busy. (to catering staff) Throw those out, we won't need them.",6,"EMILY","Emily And Richard's House","dialogue"
4435,"LORELAI: Mom, your granddaughter invited you to her birthday party. Please, come.",6,"LORELAI","Emily And Richard's House","dialogue"
4436,"EMILY: I've already been to a party for my granddaughter and she humilitated me in front of all of my friends. I have no desire to relive that experience. (to catering staff) The cheeses must be put in individual bags, please.",6,"EMILY","Emily And Richard's House","dialogue"
4437,"LORELAI: Oh come on, give her a break. You invited all these Chilton kids without even asking her.",6,"LORELAI","Emily And Richard's House","dialogue"
4438,"EMILY: They're her schoolmates. I assumed they were her friends",6,"EMILY","Emily And Richard's House","dialogue"
4439,"LORELAI: You know what they say when people assume things.",6,"LORELAI","Emily And Richard's House","dialogue"
4440,"EMILY No, what do they say?",6,NA,"Emily And Richard's House","stage direction"
4441,"LORELAI: That -- you shouldn't.",6,"LORELAI","Emily And Richard's House","dialogue"
4442,"EMILY: Very clever.",6,"EMILY","Emily And Richard's House","dialogue"
4443,"LORELAI: Mom, she didn't want them here. She doesn't like them.",6,"LORELAI","Emily And Richard's House","dialogue"
4444,"EMILY: Well I had to invite them. That's just good manners, something that your daughter is sorely lacking.",6,"EMILY","Emily And Richard's House","dialogue"
4445,"LORELAI: God, you know, you're doing the same thing to her that you always did to me. You're trying to control her and when that doesn't work you just shut her out.",6,"LORELAI","Emily And Richard's House","dialogue"
4446,"EMILY: I'm too tired for your accusations right now. Can we do this tomorrow?",6,"EMILY","Emily And Richard's House","dialogue"
4447,"LORELAI: I'm just --",6,"LORELAI","Emily And Richard's House","dialogue"
4448,"EMILY: Here, I'll find you a pen so you can write down all your insults so that you won't forget them.",6,"EMILY","Emily And Richard's House","dialogue"
4449,"LORELAI: Mom, this is not funny. I have a crushed kid out in the car.",6,"LORELAI","Emily And Richard's House","dialogue"
4450,"EMILY: What do you want me to say? Everything's fine, it's forgotten. There, I'll see you next week.",6,"EMILY","Emily And Richard's House","dialogue"
4451,"LORELAI: So I guess the whole pudding thing was just a fluke, huh? Trying to get to know us, easing up on the rules, smuding that bottom line of yours. It was just some weird phase. What, you were on cold medicine last week or something?",6,"LORELAI","Emily And Richard's House","dialogue"
4452,"EMILY: Oh, so I'm a villan now, is that it? I spent a fortune on this party. I spent days planning it, making sure that every little detail was perfect -- the food, the linen, the music. And I did all this for Rory.",6,"EMILY","Emily And Richard's House","dialogue"
4453,"LORELAI: Well that's not what she needs. She needs you to accept her apology and come to her party. That's what she needs. You don't care what she needs.",6,"LORELAI","Emily And Richard's House","dialogue"
4454,"EMILY: How dare you!",6,"EMILY","Emily And Richard's House","dialogue"
4455,"LORELAI: You don't even know what she needs because you don't know her. You've never tried to know her just like you never knew me.",6,"LORELAI","Emily And Richard's House","dialogue"
4456,"EMILY: Oh I know you.",6,"EMILY","Emily And Richard's House","dialogue"
4457,"LORELAI: Oh, please. You don't know anything about me.",6,"LORELAI","Emily And Richard's House","dialogue"
4458,"EMILY: Oh, you'd like to think that, wouldn't you? That you're just some huge mystery to me. 'Why does Lorelai do that?' 'I don't know, she's a mystery to me.' Well you're not so mysterious, Lorelai.",6,"EMILY","Emily And Richard's House","dialogue"
4459,"LORELAI: No! No! What am I then?",6,"LORELAI","Emily And Richard's House","dialogue"
4460,"EMILY: Well right now you're very loud and disruptive to the entire cleaning process. (to catering staff) For God's sake! What do I have to do to get you to put the damn cheese in individual bags?",6,"EMILY","Emily And Richard's House","dialogue"
4461,"LORELAI: Fine, I give up",6,"LORELAI","Emily And Richard's House","dialogue"
4462,"EMILY: Oh, you give up? If I had a dollar for every time you gave up --",6,"EMILY","Emily And Richard's House","dialogue"
4463,"LORELAI: Then you could pay for this party, couldn't you?",6,"LORELAI","Emily And Richard's House","dialogue"
4464,"(Cut to Lorelai's house. Sookie is unpacking groceries when Lorelai walks into the kitchen.)",6,NA,"Lorelai's House","location"
4465,"SOOKIE: I made coffee.",6,"SOOKIE","Lorelai's House","dialogue"
4466,"LORELAI: Mmm.",6,"LORELAI","Lorelai's House","dialogue"
4467,"SOOKIE: Hangover?",6,"SOOKIE","Lorelai's House","dialogue"
4468,"LORELAI: Emily.",6,"LORELAI","Lorelai's House","dialogue"
4469,"SOOKIE: Oh. Got it. Moving on...",6,"SOOKIE","Lorelai's House","dialogue"
4470,"RORY: Good morning.",6,"RORY","Lorelai's House","dialogue"
4471,"SOOKIE: Morning, Popcorn. You want some pancakes?",6,"SOOKIE","Lorelai's House","dialogue"
4472,"RORY: No, I've gotta get going.",6,"RORY","Lorelai's House","dialogue"
4473,"LORELAI: Where?",6,"LORELAI","Lorelai's House","dialogue"
4474,"RORY: The college fair is this morning.",6,"RORY","Lorelai's House","dialogue"
4475,"LORELAI: So you're going to get yet another Harvard brochure?",6,"LORELAI","Lorelai's House","dialogue"
4476,"RORY: I just want to see if they've changed the pictures.",6,"RORY","Lorelai's House","dialogue"
4477,"LORELAI: Weirdo.",6,"LORELAI","Lorelai's House","dialogue"
4478,"RORY: I'll be back in plenty of time to help you decorate.",6,"RORY","Lorelai's House","dialogue"
4479,"LORELAI: No, this is your party. You do not work. You lounge and mock those who are. Have I taught you nothing?",6,"LORELAI","Lorelai's House","dialogue"
4480,"RORY: Sorry. I'll try to be better. Bye.",6,"RORY","Lorelai's House","dialogue"
4481,"SOOKIE: OK, bye-bye.",6,"SOOKIE","Lorelai's House","dialogue"
4482,"(Cut to the college fair. Rory stops at the Harvard table.)",6,NA,"Chilton","location"
4483,"RORY: New brochure?",6,"RORY","Chilton","dialogue"
4484,"HARVARD REP: Yes.",6,"HARVARD REP","Chilton","dialogue"
4485,"PARIS: What are you doing here?",6,"PARIS","Chilton","dialogue"
4486,"RORY: There's a college fair going on.",6,"RORY","Chilton","dialogue"
4487,"PARIS: No, I mean, what are you doing here?",6,"PARIS","Chilton","dialogue"
4488,"RORY: I'm getting a new brochure.",6,"RORY","Chilton","dialogue"
4489,"PARIS: Why?",6,"PARIS","Chilton","dialogue"
4490,"RORY: Because they're not selling pizza. (pause) Oh no.",6,"RORY","Chilton","dialogue"
4491,"PARIS: You can't.",6,"PARIS","Chilton","dialogue"
4492,"RORY: You're applying to Harvard?",6,"RORY","Chilton","dialogue"
4493,"PARIS: Yes.",6,"PARIS","Chilton","dialogue"
4494,"RORY: No!",6,"RORY","Chilton","dialogue"
4495,"PARIS: Ten generations of Gellers have gone to Harvard. I have to go to Harvard.",6,"PARIS","Chilton","dialogue"
4496,"RORY: I can't believe this.",6,"RORY","Chilton","dialogue"
4497,"PARIS: You can go somewhere else. Go to Brandeis. Brandeis is nice.",6,"PARIS","Chilton","dialogue"
4498,"RORY: I've only ever wanted to go to Harvard. That's it. Nowhere else. (pause) It's a big school.",6,"RORY","Chilton","dialogue"
